line_id,movie_title,line,levenshtein_distance_from_script,memorable?
266520,evil dead,Why don't you wait until morning.,0,0
266668,evil dead,We can't bury Shelly - S-She's a friend of ours.,21,1
266534,evil dead,"What the hell are you doing down here, jerkin' off?",0,0
615541,pretty woman,Oops... slippery little suckers.,11,1
615555,pretty woman,"You're upset, huh?",0,0
561048,the next three days,Do you think he'll ever kiss me again?,12,1
561038,the next three days,"Great, because I haven't quite bankrupted us yet.",0,0
658306,rush hour 2,"I can't believe I flew 10,000 miles for this shit!",13,1
658337,rush hour 2,Now start practicing and don't make me come back here!,0,0
658933,rush hour 2,I hate that fortune cookie shit.,0,1
658946,rush hour 2,He never begged for his life.,0,0
658431,rush hour 2,All he wanted was some Mushu.,2,1
658409,rush hour 2,I can get to Ricky Tan.,0,0
658434,rush hour 2,I'm gonna give you an L.A.P.D ass-whuppin'!,27,1
658424,rush hour 2,"No, don't do that, I had a big lunch.",0,0
658245,rush hour 2,I think someone better call the police.,9,1
658764,rush hour 2,"Don't worry, the plates are safe.",0,0
310031,gangs of new york,"The appearance of law must be upheld, especially when it's being broken.",17,1
310027,gangs of new york,It's not the sort of responsibility the founding fathers might have recognized.,0,0
310108,gangs of new york,I come for my due and proper.,10,1
310111,gangs of new york,"It's the young Vallon, is it?",0,0
7789,a few good men,Is the colonel's underwear a matter of national security?,1,1
7806,a few good men,"Santiago wasn't going anywhere, isn't that right, Colonel.",0,0
7113,a few good men,"Oh, spare me the psychobabble father bullshit.",94,1
7127,a few good men,We'll work out of my apartment.,0,0
7129,a few good men,So this is what a courtroom looks like.,0,1
7115,a few good men,Their fate was sealed the moment Santiago died.,0,0
7642,a few good men,"Maybe, if we work at it, we can get Dawson charged with the Kennedy assassination.",2,1
7677,a few good men,"Thank you for playing ""Should We or Should-We-Not Follow the Advice of the Galacticly Stupid"".",0,0
7101,a few good men,Whatever happened to saluting an officer when he leaves the room?,4,1
7102,a few good men,Dawson's gonna go to jail just to spite me.,0,0
460963,land of the dead,We do not negotiate with terrorists!,28,1
460965,land of the dead,Can I offer you a drink?,0,0
460961,land of the dead,"In a world where the dead are returning to life, the word ""trouble"" loses much of its meaning.",18,1
460973,land of the dead,I could send five hundred men against that thing and they'd all come back in body bags.,0,0
460839,land of the dead,"What happened, Riley, did you get fucked?",6,1
460985,land of the dead,I like the iron I already got.,0,0
461231,land of the dead,I don't usually need that many.,16,1
461033,land of the dead,"Gotta go get the keys, Riley.",0,0
552169,mystery of the wax museum,"OK, brother, then you can go to some nice warm place, and I don't mean California.",11,1
552036,mystery of the wax museum,"Listen, Jim -- and if you wisecrack while I'm talking I'll crown you with the inkwell.",0,0
552222,mystery of the wax museum,"I don't know WHAT he was, but he made Frankenstein look like a lily!",4,1
552167,mystery of the wax museum,"Now, look, I want you to drive me around the corner and wait for me.",0,0
188903,conspiracy theory,The Vietnam War was fought over a bet that Howard Hughes lost to Aristotle Onassis.,29,1
189643,conspiracy theory,"Don't know, but he looks a lot more like Rosie O'Donnel than Ben Franklin.",0,0
188925,conspiracy theory,This guy's a restraining order waiting to happen.,12,1
188921,conspiracy theory,That I won't be back for two weeks.,0,0
188918,conspiracy theory,"I am an American citizen, and I demand to see Alice Sutton.",16,1
189665,conspiracy theory,You're the closest thing I got to a friend around here.,0,0
189014,conspiracy theory,"If you could remember who stabbed you with the wheelchair, and where it happened it would really help.",40,1
189638,conspiracy theory,You've been my best friend for years and I didn't even know you were out there.,0,0
602231,the piano,I want to lie together without clothes on.,24,1
602269,the piano,"I don't eat, I don't sleep.",0,0
750315,strange days,This tie cost more than your entire wardrobe... it's the one thing that stands between me and the jungle.,49,1
750289,strange days,"Like running into a liquor store with a .357 magnum in your hand, feeling the adrenalin pumping through your veins.",0,0
750864,strange days,"This is what we laughingly refer to as a plan, right?",0,1
750826,strange days,What was Iris doing riding around with Jeriko wearing a wire?,0,0
750633,strange days,"The issue isn't whether you're paranoid, but whether you're paranoid enough.",46,1
750619,strange days,"So there's no information on the street, which is how cases get made.",0,0
750468,strange days,Paranoia is just reality on a finer scale.,6,1
750447,strange days,I already got everything I need from you.,0,0
750379,strange days,"Look... everyone needs to take a walk to the dark end of the street sometimes, it's what we are.",188,1
750377,strange days,"Then he goes around for months, torn up worrying that he's got AIDS, that he'll infect his wife.",0,0
750597,strange days,The only time a whore should open her mouth is when she is giving head.,2,1
750856,strange days,I'll be up in a while to help you ring in the New Year.,0,0
750530,strange days,Oooh... a little B&E action.,8,1
750533,strange days,Go to the Sunset Sheraton.,0,0
750822,strange days,"Jesus Lenny, you scared the fuck out of me!",16,1
750825,strange days,I was trying to keep you out of this.,0,0
503697,man on fire,The gunshot holds no fear!,9,1
503682,man on fire,Nothing to do with me.,0,0
504035,man on fire,He'll deliver more justice in a weekend than ten years of your courts and tribunals.,25,1
504042,man on fire,"So, if you'll do me a favor and let me the fuck out of here...",0,0
850809,very bad things,I don't fucking know how to pray.,16,1
850831,very bad things,I just... we're running a little late.,0,0
87065,badlands,I'll give you a dollar if you eat this collie.,5,1
87084,badlands,"Most people don't have anything on their minds, do they?",0,0
87195,badlands,"Hey, I found a toaster.",5,1
87189,badlands,I came in the front.,0,0
335339,the graduate,"Mrs. Robinson, if you don't mind my saying so, this conversation is getting a little strange.",65,1
335251,the graduate,Excuse me - I think I'd just like to check something on the car for a minute -,0,0
336459,the graduate,"Do you need any gas, Father?",4,1
336458,the graduate,Six blocks up - three blocks over.,0,0
516011,the matrix,"Tell me, Mr. Anderson, what good is a phone call when you are unable to speak?",9,1
516533,the matrix,"But I believe that, as a species, human beings define their reality through suffering and misery.",0,0
516175,the matrix,Welcome to the desert of the real.,13,1
516174,the matrix,This is Chicago as it exists today.,0,0
516583,the matrix,Find them and destroy them,1,1
516570,the matrix,"Can you hear me, Morpheus?",0,0
516001,the matrix,"I'm going to enjoy watching you die, Mr. Anderson.",60,1
516573,the matrix,"I must get out of here, I must get free.",0,0
516505,the matrix,Never send a human to do a machine's job.,0,1
516554,the matrix,"Human beings are a disease, a cancer of this planet.",0,0
516280,the matrix,Welcome to the real world.,1,1
516283,the matrix,You know what real is?,0,0
797771,the wedding date,Nothing that a bottle of Jack and a straight razor won't fix.,25,1
797822,the wedding date,And I think I stole that from the back of an in-flight magazine.,0,0
797215,the wedding date,"Mom, this is so not the time to be yourself.",13,1
797206,the wedding date,"Or mmm-- Gorgeous, I was insane to let you go!",0,0
797803,the wedding date,"I look like a total wanker, don't I?",1,1
797646,the wedding date,I hear that make-up sex is the best kind.,0,0
797231,the wedding date,"Oh sweet Jesus, who gave that woman an amp?",4,1
797311,the wedding date,She must have drowned her rules in the Chardonnay.,0,0
797816,the wedding date,I'd rather fight with you than make love with anyone else.,4,1
797744,the wedding date,That everybody knew and no one respected you enough to tell you?,0,0
797192,the wedding date,"Let me teach you a trick: if you look people in the eye, they won't notice what you're wearing.",30,1
797815,the wedding date,"And then, I was going to get out of here and leave you alone, but halfway to the station, I realized--",0,0
259246,the english patient,Do you think you are the only one who feels anything?,26,1
258973,the english patient,"Geoffrey thinks it's the thing in the desert, the trauma.",0,0
259352,the english patient,"You speak so many bloody languages, and you never want to talk.",1,1
259343,the english patient,"He was shouting - I love you, Katharine, I love you so much.",0,0
258575,the english patient,I wanted to meet the man who could write such a long paper with so few adjectives.,3,1
259459,the english patient,"We are the real countries, not the boundaries drawn on maps with the names of powerful men...",0,0
259317,the english patient,"There is no God, but I hope someone watches over you.",11,1
259128,the english patient,You know - the hollow - here - does that have an official name?,0,0
258016,enemy of the state,If you live another day I will be very impressed.,18,1
258018,enemy of the state,"Look, you gave me some work over the last year.",0,0
405587,indiana jones and the temple of doom,You are in a position unsuitable to give orders.,23,1
405589,indiana jones and the temple of doom,But I don't believe you would kill yourself!,0,0
405357,indiana jones and the temple of doom,"Too much to drink, Dr. Jones?",18,1
405365,indiana jones and the temple of doom,No -- don't you see -- crawling --,0,0
231579,disturbia,That's either the creepiest... or the sweetest thing I have ever heard.,6,1
231538,disturbia,"I don't, I didn't -- I met this girl earlier, Minnie Tyco?",0,0
115197,black snake moan,God put you in my path and I aim to cure you of your wicked ways.,21,1
115179,black snake moan,"Way I see it, it's gonna take a while for you to get right.",0,0
361841,the haunting,"Oh, come on this is crazy; maybe she doesn't want to be found.",34,1
361521,the haunting,So why did you need the Addam's Family mansion for a scientific test?,0,0
361882,the haunting,You find out what you wanted to know... doctor?,7,1
361888,the haunting,"You find out what you wanted to know, mister?",0,0
361870,the haunting,He won't let them go!,8,1
361865,the haunting,"Nothing, if you leave right now.",0,0
157688,casablanca,She was asking about you earlier in a way that made me very jealous...,42,1
157605,casablanca,But what a fool I am talking to a beautiful woman about another man.,0,0
157770,casablanca,I'm on their blacklist - their roll of honor!,9,1
157758,casablanca,I guess that's about all they're worth.,0,0
157438,casablanca,I stick my neck out for *nobody*!,3,1
157432,casablanca,Mistakes like that happen all the time.,0,0
157418,casablanca,"If he ever gets a *word* in, it'll be a major Italian *victory*.",10,1
158410,casablanca,"Well, Rick, you're not only a sentimentalist, but you've become a patriot.",0,0
158418,casablanca,"Louis, I think this is the beginning of a beautiful friendship.",0,1
158361,casablanca,You're getting on that plane with Victor where you belong.,0,0
158194,casablanca,"I wouldn't bring up Paris if I were you, it's poor salesmanship.",5,1
158186,casablanca,Your unexpected visit isn't connected by any chance with the letters of transit?,0,0
157745,casablanca,"Of all the gin joints, in all the towns, in all the world, she walks into mine.",2,1
157915,casablanca,"Because you knew what it would be like, hiding from the police, running away all the time?",0,0
157303,casablanca,"Realizing the importance of the case, my men are rounding up twice the usual number of suspects.",0,1
157442,casablanca,"Rick, we are to have an important guest tonight, Major Strasser of the Third Reich, no less.",0,0
715409,south park: bigger longer & uncut,"Wow, I guess you can light a fart on fire, huh?",26,1
715192,south park: bigger longer & uncut,My money is just as good as any white person's!,0,0
716113,south park: bigger longer & uncut,"Shut of ze power Cartman, zis is very important Cartman.",40,1
716384,south park: bigger longer & uncut,You're all a bunch of stupid sons a bitches!,0,0
715833,south park: bigger longer & uncut,"Ya like that, don't ya, bitch?",9,1
715692,south park: bigger longer & uncut,Well what are you waiting for pal?!,0,0
715485,south park: bigger longer & uncut,This little scrotum sucker deceived us.,30,1
716180,south park: bigger longer & uncut,How's that for last words?,0,0
855288,wag the dog,"All combat takes place at night, in the rain, and at the junction of four map segments.",7,1
854455,wag the dog,"I read the first draft of the Warren Report, said he was killed by a Drunk Driver.",0,0
854322,wag the dog,"We're not gonna have a war, we're gonna have the appearance of a war.",18,1
854340,wag the dog,"It's gotta be quick, it's gotta be dramatic, you got to have an enemy.",0,0
82149,bachelor party,I just bet my balls and shook on it.,0,1
82027,bachelor party,I'm going to see what the hell happened.,0,0
82231,bachelor party,A strange wang right in my palm.,0,1
82474,bachelor party,I've seen another man's diddly.,0,0
81704,bachelor party,To girls with big tits!,4,1
81974,bachelor party,"Where's the women, man?",0,0
801778,the thing,I just cannot believe any of this voodoo bullshit!,41,1
801975,the thing,Now how could somebody get to it without you knowing?,0,0
802178,the thing,"Anybody touches me, and we go!",6,1
802175,the thing,So help me I mean it!,0,0
801619,the thing,Maybe we're at war with Norway?,4,1
802285,the thing,Bet the last place you ever go.,0,0
693563,signs,"It's not contaminated, you don't even know what that word means.",24,1
693763,signs,What if Bo's baby monitor is picking up signals from the extraterrestrials?,0,0
693872,signs,Looks a little like our house doesn't it?,0,1
693841,signs,There is no one watching out for us Merrill.,0,0
693932,signs,It's like War of the Worlds.,0,1
693917,signs,"I'm sorry, what book is this?",0,0
693784,signs,"See this is why we're not watching TV, people become obsessed.",44,1
693801,signs,Even entertaining the possibility of this for a minute has been exciting.,0,0
693787,signs,You'll lose the signal.,1,1
693827,signs,How can you say that?,0,0
865213,when a stranger calls,Have you checked the children?,0,1
865308,when a stranger calls,You've called the police?,0,0
391440,hudson hawk,"I'll torture you so slowly, you'll think it's a career.",75,1
391240,hudson hawk,I helped George help the Mario Brothers and Gates help get you out....,0,0
391176,hudson hawk,Is looking like a constipated warthog a prerequisite for getting a job in the art world?,2,1
391163,hudson hawk,"I'm not happy about having to steal that horse, but I do have my pride.",0,0
391450,hudson hawk,You fuck my freedom for a lousy job?,16,1
391456,hudson hawk,You fucked my freedom for a lousy job.,0,0
523148,men in black,Did anything about that seem unusual to you?,5,1
523157,men in black,Gives her time to get the wrong impression.,0,0
523112,men in black,"Unlimited technology from the whole universe, and we cruise 'round in a Ford P.O.S.",39,1
523525,men in black,"Maybe you're a badass in your hive, but this is New York City.",0,0
523545,men in black,Interesting job you boys have...,8,1
523498,men in black,You're a wonderful dad.,0,0
522981,men in black,Get your big butt back in the house!,2,1
523054,men in black,"Nothing but undeveloped, unevolved, barely conscious pond scum.",0,0
522808,men in black,We'll take it from here.,0,1
523554,men in black,Maybe you won't have to.,0,0
462222,the last boy scout,"I told you, if you ever touch me again, I'll kill you.",20,1
462456,the last boy scout,You're gonna go in the Denny's restaurant and stay there.,0,0
755791,sugar & spice,She's been the weak tit on this mama cat ever since this whole thing started!,24,1
755580,sugar & spice,"Anyway, we want to help her get some money for the baby by robbing a bank.",0,0
596235,a perfect world,"You know, Phillip, you have a goddamned red, white and blue American right to eat cotton candy and ride roller coasters.",1,1
596280,a perfect world,"She is, was Phil, er Buzz's stepmother, so she's his mom, was his mom, stepmom, but... she's dead.",0,0
595633,a perfect world,You're a fucking crazy man.,5,1
595616,a perfect world,You ever try that shit again...,0,0
596573,a perfect world,I need me a time machine with a loud radio to take me where I'm going.,37,1
596557,a perfect world,"'Dear Robert, I just wanted to tell you that me leaving has nothing to do with you.",0,0
340119,the grapes of wrath,Sure don't look none too prosperous.,35,1
340107,the grapes of wrath,Don't matter what kin' either.,0,0
340049,the grapes of wrath,"Takes no nerve to do something, ain't nothin' else you can do.",23,1
340041,the grapes of wrath,Uncle John don't talk much but when he does he shore talks sense.,0,0
368548,hellboy,"What landed you this job, pushing ""pamcakes""?",46,1
368510,hellboy,"That's right, Stud, hold me down.",0,0
368585,hellboy,"Second date, no tongue!",3,1
368586,hellboy,I hope that hurt.,0,0
368819,hellboy,Hell will hold no surprises for us.,0,1
368271,hellboy,What did they do to your eyes?,0,0
368764,hellboy,"You killed my father, your ass is mine!",18,1
368753,hellboy,"But -- -- she'll take care of you, Myers.",0,0
368430,hellboy,"I'm fireproof, you're not.",7,1
368434,hellboy,Tell Father I'll be home.,0,0
368579,hellboy,Didn't I kill you already?,0,1
368581,hellboy,You can do better than that.,0,0
65111,apocalypse now,Then you are like us; your home is here.,19,1
65120,apocalypse now,"It was asubject not to be spoken of, Captain.",0,0
65107,apocalypse now,The war will still be here tomorrow.,0,1
65112,apocalypse now,What will you do after the war?,0,0
156872,capote,We're not so different as you might think.,440,1
156902,capote,It's a wonderful moment and a rare one.,0,0
25859,airplane ii: the sequel,"I'm gonna go get Ted, just don't fall apart on me now!",20,1
25867,airplane ii: the sequel,"Also, we're heading right for the sun and can't seem to change course.",0,0
721037,speed racer,"Ok, Mr. 2-time-Grand-Prix-5-time-WRL-future-Hall-of-Fame... teach me something.",24,1
721042,speed racer,See you at the finish line.,0,0
169467,chasing amy,"And then, Black Beauty couldn't take it any longer and he finally did some of his own mounting.",5,1
169527,chasing amy,"No, it's these... fucking queers on blades that can't accept a fucking pass to save their lives!",0,0
169261,chasing amy,"Now *that*, my friend, is a shared moment.",8,1
169279,chasing amy,How can a girl 'fuck' another girl!,0,0
169315,chasing amy,"Since you like chicks, right, do you just look at yourself naked in the mirror all the time?",8,1
169308,chasing amy,"She does this big ol' pelvic thrust - cracks my tooth in half, sends it down my throat.",0,0
169138,chasing amy,Archie is *not* fucking Mr. Weatherbee!,22,1
169182,chasing amy,Like I care about your shit.,0,0
169680,chasing amy,This is all gonna end badly.,5,1
169690,chasing amy,My agenda is to watch your back.,0,0
169071,chasing amy,I feel a hate crime coming on.,7,1
169063,chasing amy,We're gonna take off soon...,0,0
169669,chasing amy,"If this is a crush, I don't think I could take it if the real thing ever happened.",29,1
169653,chasing amy,"And not in a misplaced affection, puppy-dog way, although I'm sure that's what you'll call it.",0,0
169771,chasing amy,I think it's more like Banky's having a real problem with all things not hetero right about now.,55,1
169789,chasing amy,"Kind of gal Alyssa is, you don't think she's been in the middle of an all - girl group-grope?",0,0
169193,chasing amy,Bring on the free hooch!,13,1
169188,chasing amy,"Oh, you had a moment!",0,0
619074,the program,Let's put the women and children to bed and go lookin' for dinner!,15,1
619050,the program,"My dad, brothers, uncles -- we all drink and sooner or later we all fuck up.",0,0
179511,city of joy,Godfather has more eyes than a pineapple!,21,1
179548,city of joy,We must stand by him as one.,0,0
652378,romeo & juliet,He jests at scars that never felt a wound.,0,1
652371,romeo & juliet,Can I go forward when my heart is here?,0,0
652870,romeo & juliet,"The world is not thy friend, nor the world's law.",46,1
652623,romeo & juliet,"Mercutio's soul Is but a little way above our heads,",0,0
652863,romeo & juliet,"Well, Juliet, I will lie with thee tonight.",1,1
652873,romeo & juliet,I pay thy poverty and not thy will.,0,0
652028,romeo & juliet,A dog of the house of Capulet moves me!,0,1
652044,romeo & juliet,They must take it in sense that feel it.,0,0
652913,romeo & juliet,Tempt not a desperate man!,0,1
652921,romeo & juliet,Shall I believe that unsubstantial,0,0
652343,romeo & juliet,You kiss by the book.,1,1
652394,romeo & juliet,"O, be some other name!",0,0
652587,romeo & juliet,"Romeo, thou art a villain.",9,1
652576,romeo & juliet,"Mercutio, thou consortest with Romeo.",0,0
652800,romeo & juliet,Be not so long to speak; I long to die!,2,1
652783,romeo & juliet,"That may be, sir, when I may be a wife.",0,0
652045,romeo & juliet,A pretty piece of flesh I am!,107,1
652818,romeo & juliet,Shall I be married then tomorrow morning?,0,0
652059,romeo & juliet,"I will bite my thumb at them, which is a disgrace to them, if they bear it.",2,1
652043,romeo & juliet,"Ay, the heads of the maids, or their maiden heads, take it in what sense thou wilt.",0,0
652610,romeo & juliet,"Ask for me tomorrow, and you shall find me a grave man.",15,1
652577,romeo & juliet,And thou make minstrels of us look to hear nothing but discords.,0,0
313066,get carter,"I've come for you, Margaret.",0,1
313044,get carter,"Not till I'm dead, Eric.",0,0
313024,get carter,Do you want to be dead Albert?,1,1
313042,get carter,Or do we piss about all day?,0,0
312734,get carter,Who do you think you're fuckin' with?,13,1
312728,get carter,Why should I give house- room to your sort?,0,0
313077,get carter,Take your clothes off.,0,1
313078,get carter,Keep your pants on.,0,0
313082,get carter,You couldn't run an egg and spoon race Eric.,3,1
313086,get carter,"I bet you could use a drink, could you, Eric?",0,0
38290,alone in the dark,"I thought you were dead, asshole.",5,1
38285,alone in the dark,"But, Dr. Hudgens, I was just...",0,0
38300,alone in the dark,This doesn't make any sense.,16,1
38316,alone in the dark,I think we'd better run...,0,0
615006,predator,"If it bleeds, we can kill it.",0,1
615027,predator,"Billy, take the radio, leave the rest.",0,0
614923,predator,She says the jungle... it just came alive and took him.,17,1
614925,predator,I should've wasted the bitch when I had the chance.,0,0
614797,predator,That's a real nasty habit you got there.,19,1
614864,predator,"I needed you, Dutch, can't you see that?",0,0
872713,who framed roger rabbit,"Is he always this funny, or only on days when he's wanted for murder?",11,1
872720,who framed roger rabbit,"I think Maroon plays the part of the sound mind, your wife the sound body.",0,0
872842,who framed roger rabbit,"Dabbling in watercolors, Eddie?",1,1
872849,who framed roger rabbit,The rabbit's wife?,0,0
307148,game 6,"The Red Soxs are always winning, until they lose.",13,1
307181,game 6,I don't know if I can say that.,0,0
144817,bringing out the dead,"The first step is love, the second is mercy.",12,1
144893,bringing out the dead,Rule number one: Don't get involved with patients.,0,0
144778,bringing out the dead,Ever notice people who see shit are always crazy?,14,1
144783,bringing out the dead,I make her wait and it drives her crazy.,0,0
144677,bringing out the dead,"I'd always had nightmares, but now the ghosts didn't wait for me to sleep.",337,1
144604,bringing out the dead,"The last month belonged to Rose, but there were a hundred more ready to come out.",0,0
145075,bringing out the dead,Don't make me take off my sunglasses!,1,1
144980,bringing out the dead,Your friend there just untied the water beggar.,0,0
833416,twilight,"You know, your mood swings are kinda giving me whiplash.",18,1
833368,twilight,That was the first night I dreamed of Edward Cullen.. .,0,0
833520,twilight,I'd rather die than to stay away from you.,27,1
833505,twilight,"To get to the other side, and 1 point 772453851.",0,0
833806,twilight,Ah... you brought a snack.,7,1
833886,twilight,Nice house you have here.,0,0
833245,twilight,Maybe he'll adopt me.,0,1
833492,twilight,We left you a message.,0,0
321352,ghostbusters ii,"Wow, that is one ugly dude.",4,1
320936,ghostbusters ii,"Yeah, what did we do, Ray?",0,0
321652,ghostbusters ii,"Viggy, Viggy, Viggy, you have been a bad monkey!",16,1
321630,ghostbusters ii,I'll keep to the middle of the channel.,0,0
321003,ghostbusters ii,Let's see what happens when we take away the puppy.,16,1
321409,ghostbusters ii,"You know, animals and lower life forms often anticipate major disasters.",0,0
730867,star trek iii: the search for spock,The needs of the one outweighed the needs of the many.,12,1
730782,star trek iii: the search for spock,I know this will come as a pleasant surprise for you...,0,0
623822,pulp fiction,"Now, if you'll excuse me, I'm going to go home and have a heart attack.",13,1
623723,pulp fiction,"We're on our feet now, and now we're gonna talk out to the car.",0,0
623454,pulp fiction,"Uuummmm, this is a tasty burger!",46,1
623448,pulp fiction,That's that Hawaiian burger joint.,0,0
623479,pulp fiction,"My name's Pitt, and your ass ain't talkin' your way outta this shit.",8,1
623469,pulp fiction,"Then why don't you tell my boy here Vince, where you got the shit hid.",0,0
623466,pulp fiction,Mind if I have some of your tasty beverage to wash this down with?,15,1
623438,pulp fiction,"Now I'm gonna take a wild guess here: you're Brett, right?",0,0
624466,pulp fiction,"Jules, if you give that fuckin' nimrod fifteen hundred dollars, I'm gonna shoot him on general principles.",19,1
624282,pulp fiction,"Just know, it's fuckin' dangerous to be drivin' a race car when it's in the red.",0,0
624383,pulp fiction,If my answers frighten you then you should cease asking scary questions.,20,1
624362,pulp fiction,Whether or not what we experienced was an according-to-Hoyle miracle is insignificant.,0,0
8479,a hard day's night,"Hey, you won't interfere with the basic rugged concept of me personality, will you madam?",13,1
8315,a hard day's night,"Eh ... don't call him sir, he's got enough delusions of power as it is.",0,0
8547,a hard day's night,I'm going out parading before it's too late!,4,1
8576,a hard day's night,"Well, there you are and watch it with that hoop.",0,0
8343,a hard day's night,"There you go, hiding behind a smokescreen of bourgeois cliches.",77,1
8426,a hard day's night,"Oh dear, I feel like doing a bit of work.",0,0
8377,a hard day's night,"Sorry we hurt your field, mister.",4,1
8305,a hard day's night,Ever seen one of these before?,0,0
8435,a hard day's night,I now declare this bridge open!,1,1
8395,a hard day's night,"Aye, but you know him well.",0,0
101413,beetle juice,Nice building... bad roof... goooood parking.,35,1
101395,beetle juice,I'm going down to relax.,0,0
101335,beetle juice,What's the good of being a ghost if you can't frighten people away.,8,1
101213,beetle juice,"With all these historical landmarks in town, where are they going to put the condominiums?",0,0
101729,beetle juice,Go ahead... make my millenium.,4,1
101730,beetle juice,This burg got a cathouse?,0,0
101437,beetle juice,Number fifty-four million six hundred and one... Ferndoch.,18,1
101421,beetle juice,"You don't have an appointment, do you?",0,0
200361,croupier,"I'm not an enigma, just a contradiction.",5,1
200325,croupier,He suddenly wanted to be rid of it.,0,0
200807,croupier,"Hang on tightly, let go lightly.",3,1
200793,croupier,But his father was a gambler.,0,0
200228,croupier,"Welcome back Jack, to the house of addiction.",3,1
200226,croupier,Jack knew it still wasn't quite right...,0,0
200509,croupier,You're my conscience.,0,1
200501,croupier,I take it back.,0,0
200549,croupier,"I understand if you don't, but I hope that you do.",10,1
200765,croupier,"Some people I know, they're planning to rob The Golden Lion.",0,0
200645,croupier,Without hope there's no point to anything.,0,1
200639,croupier,He doesn't give a shit about anyone.,0,0
275477,fantastic mr fox,"I love you, but I should have never married you.",84,1
275471,fantastic mr fox,"Why'd you have to get us into this, Foxy?",0,0
57633,anastasia,He didn't take the money.,10,1
57640,anastasia,it's what I always wanted!,0,0
286056,finding nemo,To the top of Mount Wanna-hock-a-loogie.,15,1
286027,finding nemo,He's gonna get outta here!,0,0
285179,finding nemo,I'm having fish tonight.,2,1
285141,finding nemo,Just start with your name.,0,0
285090,finding nemo,"Something's wrong with you, really.",47,1
285084,finding nemo,"Wait a minute, wait a minute!",0,0
285913,finding nemo,"You think you can do these things, but you just can't, Nemo.",26,1
285899,finding nemo,"Just stop trying to speak whale, you're gonna make things worse.",0,0
285569,finding nemo,All drains lead to the ocean.,5,1
285576,finding nemo,"Okay, you gotta be quick.",0,0
286227,finding nemo,"Uh, Dad, you can let go now.",1,1
285967,finding nemo,Don't let me go belly up!,0,0
285977,finding nemo,I didn't come this far to be breakfast.,5,1
285971,finding nemo,"No, but the boat has to be here somewhere!",0,0
732790,star trek the motion picture,"My oath of celibacy is on record, Captain.",25,1
732895,star trek the motion picture,or that you didn't say 'goodbye'?,0,0
733267,star trek the motion picture,We all create God in our own image.,12,1
733285,star trek the motion picture,"All ship's functions going to automatic, Captain.",0,0
59073,angels & demons,"Open the doors, and tell the world the truth.",21,1
59031,angels & demons,I was orphaned when I was nine years old.,0,0
59177,angels & demons,Have you come to make a martyr out of me?,13,1
59244,angels & demons,The fool thought he had duplicated the moment of creation.,0,0
59269,angels & demons,Religion is flawed because man is flawed.,43,1
59271,angels & demons,It's said he was a doctor.,0,0
718220,spanglish,There are some mistakes you cannot risk when you have children.,42,1
718215,spanglish,"You know, I always think about when you...Oh, there's no point.",0,0
718026,spanglish,"Lately, your low self-esteem is just good common sense.",9,1
717636,spanglish,"Hell, I don't mind driving her at night.",0,0
717627,spanglish,Don't translate asides.,0,1
717624,spanglish,You have a daughter?,0,0
734935,star trek vi: the undiscovered country,"Is it possible that we two, you and I, have grown so old and so inflexible that we have outlived our usefulness?",63,1
735000,star trek vi: the undiscovered country,"We call it ""Plasma"" - I do not know the Klingon name for it, but by any name it is merely ionized gas.",0,0
734115,star trek vi: the undiscovered country,Don't tell me that was any meteor shower!,1,1
734117,star trek vi: the undiscovered country,We have monitored a large explosion in your sector.,0,0
734159,star trek vi: the undiscovered country,There is an old Vulcan proverb: only Nixon could go to China.,2,1
734141,star trek vi: the undiscovered country,We believe it was caused by over mining and insufficient safety precautions.,0,0
734785,star trek vi: the undiscovered country,"Why, that cunning little Vulcan!",9,1
734945,star trek vi: the undiscovered country,Now there's a poser.,0,0
735008,star trek vi: the undiscovered country,Bet you wished you'd stood in bed!,5,1
734869,star trek vi: the undiscovered country,What do you think YOU'VE been doing?,0,0
734246,star trek vi: the undiscovered country,Guess who's coming to dinner.,2,1
734227,star trek vi: the undiscovered country,"Captain, shall we raise our shields?",0,0
428030,jaws,Here's to swimmin' with bow-legged women.,1,1
428025,jaws,Nobody tells me how to run my property.,0,0
427825,jaws,My husband tells me you're in sharks.,0,1
427830,jaws,"Excuse me, but what are you talking about?",0,0
19657,affliction,I think there's some dirty business going on in this town.,6,1
19702,affliction,"After this is over, they'll make me into a Goddamned hero.",0,0
217382,dead poets society,"This is a battle, a war, and the casualties could be your hearts and souls.",26,1
217365,dead poets society,"I like Byron, I give him a 42, but I can't dance to it.",0,0
217769,dead poets society,I'm exercising the right not to walk.,5,1
217838,dead poets society,We gonna have a meeting or what?,0,0
217371,dead poets society,"It's not the Bible, you're not gonna go to Hell for this.",60,1
217419,dead poets society,"We didn't just read poetry, we let it drip from our tongues like honey.",0,0
217923,dead poets society,Sucking the marrow out of life doesn't mean choking on the bone.,111,1
217765,dead poets society,"If you noticed, everyone started off with their own stride, their own pace.",0,0
217611,dead poets society,"Mr. Meeks, time to inherit the earth.",33,1
217615,dead poets society,Sounds to me like you're daunted.,0,0
217585,dead poets society,"If I don't ask him, at least I won't be disobeying him.",0,1
217496,dead poets society,The meetings will be conducted by myself and the other new initiates now present.,0,0
217870,dead poets society,"Next time I see you, you die.",0,1
217865,dead poets society,"Chris, get the hell away from him!",0,0
